adminid,ID,
userid,會員ID,
listorder,排序,
title,我的面板鏈接名稱,
url,我的面板鏈接地址,
style,我的面板鏈接顏色,
moduleid,模塊ID,
file,文件(file),
action,動作(action),
catid,分類(catid),
