itemid,票選ID,
typeid,分類ID,
areaid,地區ID,
level,級別,
title,標題,
style,顏色,
content,票選說明,
seo_title,SEO標題,
seo_keywords,SEO關鍵詞,
seo_description,SEO描述,
thumb_width,標題圖片寬度,
thumb_height,標題圖片高度,
poll_max,投票選項限制,
poll_page,每頁顯示項目,
poll_cols,每行顯示項目,
poll_order,前台排序方式,
polls,投票總數,
items,選項總數,
hits,瀏覽次數,
addtime,添加時間,
fromtime,開始時間,
totime,結束時間,
editor,編輯,
edittime,編輯時間,
linkurl,鏈接地址,
template_poll,票選模板,
template,結果模板,
